år,navn,platform,Platform/OS version,udvikler,udgiver,Spilllets url,Udviklers URL,omtale URL,Anmeldelse URL,Screenshot,Video,Metascore,Genre,Noter,Cover,i beholdning,unikke titler,Fysisk medie,Online,Mobil(portal),Konsolportal + steam,Sorteringsår,Har på lokal maskine (server),I Netarkivet,Netarkivet URL - til spil eller landing page,Netarkivering - noter,Har Rex-post,Itunes Info,Games Preingest - Placering (OBS: inkomplet registrering),Alternative titler,Kolonne1,Kolonne2,Kolonne3,Kolonne4,Kolonne5,Kolonne6,Kolonne7,Kolonne8,Kolonne9,Kolonne10,Kolonne11,Kolonne12,Kolonne13,Kolonne14,Kolonne15,Kolonne16,Kolonne17,Kolonne18,Kolonne19,Kolonne20,Kolonne21,Kolonne22,Kolonne23,Kolonne24,Kolonne25,Kolonne26,Kolonne27,Kolonne28,Kolonne29,Kolonne30,Kolonne31,Kolonne32,Kolonne33,Kolonne34,Kolonne35,Kolonne36,Kolonne37,Kolonne38,Kolonne39,Kolonne40,Kolonne41,Kolonne42,Kolonne43,Kolonne44,Kolonne45,Kolonne46,Kolonne47,Kolonne48,Kolonne49,Kolonne50,Kolonne51,Kolonne52,Kolonne53,Kolonne54,Kolonne55,Kolonne56,Kolonne57,Kolonne58,Kolonne59,Kolonne60,Kolonne61,Kolonne62,Kolonne63,Kolonne64,Kolonne65,Kolonne66,Kolonne67,Kolonne68,Kolonne69,Kolonne70,Kolonne71,Kolonne72,Kolonne73,Kolonne74,Kolonne75,Kolonne76,Kolonne77,Kolonne78,Kolonne79,Kolonne80,Kolonne81,Kolonne82,Kolonne83,Kolonne84,Kolonne85,Kolonne86,Kolonne87,Kolonne88,Kolonne89,Kolonne90,Kolonne91,Kolonne92,Kolonne93,Kolonne94,Kolonne95,Kolonne96,Kolonne97,Kolonne98,Kolonne99,Kolonne100,Kolonne101,Kolonne102,Kolonne103,Kolonne104,Kolonne105,Kolonne106,Kolonne107,Kolonne108,Kolonne109,Kolonne110,Kolonne111,Kolonne112,Kolonne113,Kolonne114,Kolonne115,Kolonne116,Kolonne117,Kolonne118,Kolonne119,Kolonne120,Kolonne121,Kolonne122,Kolonne123,Kolonne124,Kolonne125,Kolonne126,Kolonne127,Kolonne128,Kolonne129,Kolonne130,Kolonne131,Kolonne132,Kolonne133,Kolonne134,Kolonne135,Kolonne136,Kolonne137,Kolonne138,Kolonne139,Kolonne140,Kolonne141,Kolonne142,Kolonne143,Kolonne144,Kolonne145,Kolonne146,Kolonne147,Kolonne148,Kolonne149,Kolonne150,Kolonne151,Kolonne152,Kolonne153,Kolonne154,Kolonne155,Kolonne156,Kolonne157,Kolonne158,Kolonne159,Kolonne160,Kolonne161,Kolonne162,Kolonne163,Kolonne164,Kolonne165,Kolonne166,Kolonne167,Kolonne168,Kolonne169,Kolonne170,Kolonne171,Kolonne172,Kolonne173,Kolonne174,Kolonne175,Kolonne176,Kolonne177,Kolonne178,Kolonne179,Kolonne180,Kolonne181,Kolonne182,Kolonne183,Kolonne184,Kolonne185,Kolonne186,Kolonne187,Kolonne188,Kolonne189,Kolonne190,Kolonne191,Kolonne192,Kolonne193,Kolonne194,Kolonne195,Kolonne196,Kolonne197,Kolonne198,Kolonne199,Kolonne200,Kolonne201,Kolonne202,Kolonne203,Kolonne204,Kolonne205,Kolonne206,Kolonne207,Kolonne208,Kolonne209,Kolonne210,Kolonne211,Kolonne212,Kolonne213,Kolonne214,Kolonne215,Kolonne216,Kolonne217,Kolonne218,Kolonne219,Kolonne220,Kolonne221,Kolonne222,Kolonne223,Kolonne224,Kolonne225
2009,Monster Ball,PC/Mac (Download),,Full Control ApS,Full Control Aps,http://www.monsterball.net,http://www.fullcontrol.dk/,,,,,,,,,0,0,0,1,0,0,2009/10/30,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Forest Defender,SDL,,"Mathias Hansen, Kristian Hedeholm, Gustav Dahl, Bjørn Højlund Rasmussen, Benjamin Nicholas Overgaard",IndieJam,http://indiejam.dk/forest-defender/,http://indiejam.dk/forest-defender/,,,http://indiejam.dk/wp-content/uploads/2012/03/forestdefender.jpg,,,,,,0,1,0,1,0,0,2009/10/30,0,0,Ingen Download-url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Scrabble Remix,Mobile (?),,Progressive Media,RealNetworks Inc,,http://www.progressivemedia.dk/,,,,,,,,,0,1,0,0,1,0,2009/11/28,0,0,https://www.gamemobile.co.uk/checkoutv2/?game=101301,Kan nok ikke hentes længere..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,Pagten ,Web (Flash),,GameCraft,Dr.dk,,http://www.gamecraft.dk/?page_id=76#Games,,,,,,,"Udviklet for DR til julekalenderen ""Pagten""",,0,1,0,1,0,0,2009/12/01,0,0,??,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,ToyRacers,Win,XP/Vista,SteinWare,,http://web.archive.org/web/20090313042054/http://toyracers.dk:80/,http://steinware.dk/,,,http://web.archive.org/web/20130625181855im_/http://toyracers.dk/screenshots/01.jpg,,,Racing,Freeware racing spil med support for to spillere på en computer med splitscreen. Ufærdiggjort.,,1,1,0,0,0,0,2009/12/21,,,,,,,\Games\Flere spil plus oversigt\SteinWare\ToyRacers\toyracers-0-9-3-5.exe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,STEEPLECHASE Redux,Win (Download),,Solgryn / Grynsoft,Solgryn / Grynsoft,http://solgryn.org/Stuff/SteeplechaseRedux/SteeplechaseRedux.zip,solgryn.org / grynsoft.com,,,,,,,Visse af Solgryns spil kræver filen cncs32.dll - http://solgryn.org/cncs32.zip,,1,1,0,1,0,0,2009/12/21,1,1,http://solgryn.org/Stuff/SteeplechaseRedux/SteeplechaseRedux.zip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,LabyMania,iOS,,Amygdala Studios,Amygdala Studios,http://itunes.apple.com/us/app/labymania/id333181461?mt=8,http://amygdala.dk/,http://www.amygdala.dk/default.asp?getreq=%2FLabyMania,,,http://www.youtube.com/watch?v=02dfOw32saE,,,,,1,1,0,0,1,0,2010/01/01,1,0,http://itunes.apple.com/us/app/labymania/id333181461?mt=8,,,Version 1.43.421 - 08/05/12 -Ipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,LabyMania Free,iOS,,Amygdala Studios,Amygdala Studios,http://itunes.apple.com/us/app/labymania-free/id343183671?mt=8,http://amygdala.dk/,,,,http://www.youtube.com/watch?v=02dfOw32saE,,,,,1,1,0,0,1,0,2010/01/01,1,0,http://itunes.apple.com/us/app/labymania-free/id343183671?mt=8,,,Version 1.43.421 - 08/05/12 -Ipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Pocket Creatures,iOS,,Tactile Entertainment,Tactile Entertainment,http://itunes.apple.com/dk/app/id356110521,http://tactileent.blogspot.com/2010/03/pocket-creatures.html,http://www.pocketgamer.co.uk/r/iPhone/Pocket+Creatures/news.asp?c=18924,http://www.pocketgamer.co.uk/r/iPhone/Pocket+Creatures/news.asp?c=18924,,,,,,,1,1,0,0,1,0,2010/01/01,1,,,,,Version 1.5.1 - 13/12/10 - Ipad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Explosive Love (iPhone),iOS,,Tim Garbos & Press Play,Press Play,http://itunes.apple.com/us/app/explosive-love/id405025826?mt=8,http://www.explosivelove.com/,,,,,,,Kan også spilles på Facebook og Kongregate,,1,1,0,0,1,0,2010/01/01,1,,,,,Version 1.1 - 15/12/10 - Iphone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,WHAC-A-MOLE FREE: Ninja Action Smackdown,iOS,,Kiloo ApS,Kiloo Aps,http://itunes.apple.com/dk/app/whac-a-mole-whacky-xmas/id338529109?mt=8,http://www.kiloo.com,,,,,,,Ikke tilgængeligt på AppStore 10/01/13,,0,1,0,0,1,0,2010/01/01,0,0,http://itunes.apple.com/dk/app/whac-a-mole-whacky-xmas/id338529109?mt=8,vi har kiloo.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,The Focus Game,Android,,schwartzEngine,,http://www.schwartzengine.com/Android/TheFocusGame/index.htm,schwartzEngine@gmail.com,,,,,,,Ikke tilgængeligt på Google.Play 22/01/13. Måske fra 2009,,0,1,0,0,1,0,2010/01/01,0,0,schwartzengine.com,ikke.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,xide,Android,,Releaze A/S,Releaze A/S,https://market.android.com/details?id=dk.releaze.android.xide,http://releaze.dk/,,,,,,,Ikke tilgængeligt på Google.Play 22/01/13,,0,1,0,0,1,0,2010/01/01,0,0,https://market.android.com/details?id=dk.releaze.android.xide,vi har slet ikke android market. Vi har releaze.dk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Explosive Love (iPad),iOS,,Tim Garbos & Press Play,Press Play,http://itunes.apple.com/us/app/explosive-love-free/id401659547?mt=8,http://www.explosivelove.com/,,,,,,,Kan også spilles på Facebook og Kongregate,,0,0,0,0,1,0,2010/01/01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Toon Cup,Mobile (J2ME),,Kiloo,,http://www.gamemobile.co.uk/tooncup.htm,http://www.kiloo.com/,,http://www.pocketgamer.co.uk/r/Mobile/Toon+Cup/review.asp?c=21160,,,,,,,0,1,0,0,1,0,2010/01/01,0,0,https://www.gamemobile.co.uk/checkoutv2/?game=104405,kræver betaling (og er på UK-add).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Robin Hood The Movie Game,Symbian OS,,Progressive Media,EA,?,http://www.progressivemedia.dk/,,,,,,,,,0,1,0,0,1,0,2010/01/01,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Max and the Magic marker,Windows Phone 7,,PressPlay,,http://maxandthemagicmarker.com/shop/,http://pressplay.dk/,,,,,,,,,0,0,0,0,1,0,2010/01/01,0,0,http://maxandthemagicmarker.com/shop/,kræver betaling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Playing History: Slave Trade (med Tetris),Win/OSX (Download),,Serious Games Interactive,Serious Games Interactive,http://shop.seriousgames.net/produkt/playing-history/slave-trade.html,seriousgames.net,,,,,,,,,2,0,0,1,0,0,2010/01/01,2,0,MIMER,,,,\Flere spil plus oversigt\Serious Games (1) (1)\Masters\Playing History\PH_Slave Trade\Orginal\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Playing History: Slave Trade (uden tetris) ,Win/OSX (Download),,Serious Games Interactive,Serious Games Interactive,http://shop.seriousgames.net/produkt/playing-history/slave-trade.html,seriousgames.net,,,,,,,,,2,0,0,1,0,0,2010/01/01,2,0,MIMER,,,,\Flere spil plus oversigt\Serious Games (1) (1)\Masters\Playing History\PH_Slave Trade\Uden tetris\,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Trick the donkey,iOS (Download),,http://globalgamejam.org/2010/trick-donkey,Nordic Game Jam 2010,http://globalgamejam.org/2010/trick-donkey,http://globalgamejam.org/2010/trick-donkey,,,http://globalgamejam.org/sites/default/files/uploads/2010/7600/Screen%20shot%202010-01-31%20at%2014.59.34.png?1265013588,,,,,,1,1,0,1,0,0,2010/01/01,1,1,http://globalgamejam.org/2010/trick-donkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Nordic Space Jam,Mac (Download),,http://globalgamejam.org/2010/nordic-space-jam,Nordic Game Jam 2010,http://globalgamejam.org/2010/nordic-space-jam,http://globalgamejam.org/2010/nordic-space-jam,,,http://globalgamejam.org/sites/default/files/uploads/2010/7392/NordicSpaceJamScreenshot.png?1264943822,,,,,,1,1,0,1,0,0,2010/01/01,1,1,http://globalgamejam.org/2010/nordic-space-jam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Flunkerne: Pirater,Nintendo DS,,Krea Medie,,http://www.pixelineshop.dk/Startside-580.aspx?ProductID=PROD100,www.kreamedie.dk,,http://uk.spilmuseet.dk/infotitel.php?id=54905,,,,,,,1,1,1,0,0,0,2010/01/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Hugo: Magi i Troldeskoven,Nintendo DS,,Krea Medie,,"http://www.pixelineshop.dk/Hugo-DS,-Wii-og-PS2-810.aspx?ProductID=PROD89",www.kreamedie.dk,,http://blogs.dr.dk/blogs/danskecomputerspil/archive/2010/03/25/spil-hugo-i-troldeskoven.aspx,,,,,,,1,0,1,0,0,0,2010/01/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Shadowkey,PC (Java),,http://globalgamejam.org/2010/shadowkey,Nordic Game Jam 2010,http://globalgamejam.org/2010/shadowkey,http://globalgamejam.org/2010/shadowkey,,,,,,,,,1,1,0,1,0,0,2010/01/01,1,1,http://globalgamejam.org/2010/shadowkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Donkey Monkey Turbo Dash,PC Download (Flash),,http://globalgamejam.org/2010/donkey-monkey-turbo-dash,Nordic Game Jam 2010,http://globalgamejam.org/2010/donkey-monkey-turbo-dash,http://globalgamejam.org/2010/donkey-monkey-turbo-dash,,,http://globalgamejam.org/sites/default/files/uploads/2010/7595/DMTD_screenshot.JPG?1264945921,,,,,,1,1,0,1,0,0,2010/01/01,1,1,http://globalgamejam.org/2010/donkey-monkey-turbo-dash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Silke: Kan du alfabetet,PC/Mac,,Krea Medie,,,http://www.kreagames.dk/,,,,,,,,,1,1,1,0,0,0,2010/01/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Silke: Kan du klokken,PC/Mac,,Krea Medie,,,http://www.kreagames.dk/,,,,,,,,,1,1,1,0,0,0,2010/01/01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,1 man leaves,PC/Mac (Download),,http://globalgamejam.org/2010/1-man-leaves,Nordic Game Jam 2010,http://globalgamejam.org/2010/1-man-leaves,http://globalgamejam.org/2010/1-man-leaves,,,http://globalgamejam.org/sites/default/files/uploads/2010/7697/oneman-leaves-top.jpg?1265009645,,,,,,1,1,0,1,0,0,2010/01/01,1,1,http://globalgamejam.org/2010/1-man-leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Be cute or be dead,PC/Mac (Download),,http://globalgamejam.org/2010/be-cute-or-be-dead,Nordic Game Jam 2010,http://globalgamejam.org/2010/be-cute-or-be-dead,http://globalgamejam.org/2010/be-cute-or-be-dead,,,http://globalgamejam.org/sites/default/files/uploads/2010/7667/Screen%20shot%202010-01-31%20at%203.24.24%20PM.png?1264947915,,,,,,1,1,0,1,0,0,2010/01/01,1,1,http://globalgamejam.org/2010/be-cute-or-be-dead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,Disco Donkey Slaughterhouse,PC/Mac (Download),,http://globalgamejam.org/2010/disco-donkey-slaughterhouse,Nordic Game Jam 2010,http://globalgamejam.org/2010/disco-donkey-slaughterhouse,http://globalgamejam.org/2010/disco-donkey-slaughterhouse,,,http://globalgamejam.org/sites/default/files/uploads/2010/7158/InGameHD_150DPI.jpg?1265032912,,,,,,1,1,0,1,0,0,2010/01/01,1,1,http://globalgamejam.org/2010/disco-donkey-slaughterhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
